t	theta	dx	dy
39.373	-0.38	0.008333333333333333	0.008726646250000001
39.406	-0.398	0.008333333333333333	0.008726646250000001
39.439	-0.4	0.008333333333333333	0.008726646250000001
39.473	-0.382	0.008333333333333333	0.008726646250000001
39.506	-0.348	0.008333333333333333	0.008726646250000001
39.539	-0.296	0.008333333333333333	0.008726646250000001
39.573	-0.232	0.008333333333333333	0.008726646250000001
39.606	-0.158	0.008333333333333333	0.008726646250000001
39.64	-0.07643	0.008333333333333333	0.008726646250000001
39.673	0.006661	0.008333333333333333	0.008726646250000001
39.706	0.09074	0.008333333333333333	0.008726646250000001
39.74	0.174	0.008333333333333333	0.008726646250000001
39.773	0.246	0.008333333333333333	0.008726646250000001
39.806	0.304	0.008333333333333333	0.008726646250000001
39.84	0.349	0.008333333333333333	0.008726646250000001
39.873	0.38	0.008333333333333333	0.008726646250000001
39.907	0.39	0.008333333333333333	0.008726646250000001
39.94	0.381	0.008333333333333333	0.008726646250000001
39.973	0.353	0.008333333333333333	0.008726646250000001
40.007	0.31	0.008333333333333333	0.008726646250000001
40.04	0.251	0.008333333333333333	0.008726646250000001
40.073	0.182	0.008333333333333333	0.008726646250000001
40.107	0.122	0.008333333333333333	0.008726646250000001
40.14	0.03743	0.008333333333333333	0.008726646250000001
40.173	-0.04568	0.008333333333333333	0.008726646250000001
40.207	-0.124	0.008333333333333333	0.008726646250000001
40.24	-0.2	0.008333333333333333	0.008726646250000001
40.274	-0.263	0.008333333333333333	0.008726646250000001
40.307	-0.313	0.008333333333333333	0.008726646250000001
40.34	-0.349	0.008333333333333333	0.008726646250000001
40.374	-0.367	0.008333333333333333	0.008726646250000001
40.407	-0.368	0.008333333333333333	0.008726646250000001
40.44	-0.353	0.008333333333333333	0.008726646250000001
40.474	-0.32	0.008333333333333333	0.008726646250000001
40.507	-0.272	0.008333333333333333	0.008726646250000001
40.541	-0.211	0.008333333333333333	0.008726646250000001
40.574	-0.139	0.008333333333333333	0.008726646250000001
40.607	-0.06138	0.008333333333333333	0.008726646250000001
40.641	0.01946	0.008333333333333333	0.008726646250000001
40.674	0.102	0.008333333333333333	0.008726646250000001
40.707	0.18	0.008333333333333333	0.008726646250000001
40.741	0.251	0.008333333333333333	0.008726646250000001
40.774	0.311	0.008333333333333333	0.008726646250000001
40.807	0.357	0.008333333333333333	0.008726646250000001
40.841	0.386	0.008333333333333333	0.008726646250000001
40.874	0.397	0.008333333333333333	0.008726646250000001
40.908	0.39	0.008333333333333333	0.008726646250000001
40.941	0.363	0.008333333333333333	0.008726646250000001
40.974	0.32	0.008333333333333333	0.008726646250000001
41.008	0.263	0.008333333333333333	0.008726646250000001
41.041	0.194	0.008333333333333333	0.008726646250000001
41.074	0.117	0.008333333333333333	0.008726646250000001
41.108	0.03418	0.008333333333333333	0.008726646250000001
41.141	-0.04849	0.008333333333333333	0.008726646250000001
41.174	-0.128	0.008333333333333333	0.008726646250000001
41.208	-0.202	0.008333333333333333	0.008726646250000001
41.241	-0.267	0.008333333333333333	0.008726646250000001
41.275	-0.318	0.008333333333333333	0.008726646250000001
41.308	-0.355	0.008333333333333333	0.008726646250000001
41.341	-0.374	0.008333333333333333	0.008726646250000001
41.375	-0.377	0.008333333333333333	0.008726646250000001
41.408	-0.361	0.008333333333333333	0.008726646250000001
41.441	-0.329	0.008333333333333333	0.008726646250000001
41.475	-0.283	0.008333333333333333	0.008726646250000001
41.508	-0.223	0.008333333333333333	0.008726646250000001
41.541	-0.15	0.008333333333333333	0.008726646250000001
41.575	-0.07216	0.008333333333333333	0.008726646250000001
41.608	0.008262	0.008333333333333333	0.008726646250000001
41.642	0.09084	0.008333333333333333	0.008726646250000001
41.675	0.169	0.008333333333333333	0.008726646250000001
41.708	0.239	0.008333333333333333	0.008726646250000001
41.742	0.299	0.008333333333333333	0.008726646250000001
41.775	0.343	0.008333333333333333	0.008726646250000001
41.808	0.374	0.008333333333333333	0.008726646250000001
41.842	0.387	0.008333333333333333	0.008726646250000001
41.875	0.379	0.008333333333333333	0.008726646250000001
41.909	0.354	0.008333333333333333	0.008726646250000001
41.942	0.313	0.008333333333333333	0.008726646250000001
41.975	0.256	0.008333333333333333	0.008726646250000001
42.009	0.188	0.008333333333333333	0.008726646250000001
42.042	0.112	0.008333333333333333	0.008726646250000001
42.075	0.03064	0.008333333333333333	0.008726646250000001
42.109	-0.0519	0.008333333333333333	0.008726646250000001
42.142	-0.131	0.008333333333333333	0.008726646250000001
42.175	-0.206	0.008333333333333333	0.008726646250000001
42.209	-0.269	0.008333333333333333	0.008726646250000001
42.242	-0.319	0.008333333333333333	0.008726646250000001
42.276	-0.356	0.008333333333333333	0.008726646250000001
42.309	-0.377	0.008333333333333333	0.008726646250000001
42.342	-0.38	0.008333333333333333	0.008726646250000001
42.376	-0.365	0.008333333333333333	0.008726646250000001
42.409	-0.334	0.008333333333333333	0.008726646250000001
42.442	-0.287	0.008333333333333333	0.008726646250000001
42.476	-0.227	0.008333333333333333	0.008726646250000001
42.509	-0.157	0.008333333333333333	0.008726646250000001
42.542	-0.07861	0.008333333333333333	0.008726646250000001
42.576	0.001629	0.008333333333333333	0.008726646250000001
42.609	0.08454	0.008333333333333333	0.008726646250000001
42.643	0.161	0.008333333333333333	0.008726646250000001
42.676	0.233	0.008333333333333333	0.008726646250000001
42.709	0.294	0.008333333333333333	0.008726646250000001
42.743	0.339	0.008333333333333333	0.008726646250000001
42.776	0.37	0.008333333333333333	0.008726646250000001
42.809	0.384	0.008333333333333333	0.008726646250000001
42.843	0.379	0.008333333333333333	0.008726646250000001
42.876	0.355	0.008333333333333333	0.008726646250000001
42.91	0.314	0.008333333333333333	0.008726646250000001
42.943	0.26	0.008333333333333333	0.008726646250000001
42.976	0.192	0.008333333333333333	0.008726646250000001
43.01	0.117	0.008333333333333333	0.008726646250000001
43.043	0.03517	0.008333333333333333	0.008726646250000001
43.076	-0.04699	0.008333333333333333	0.008726646250000001
43.11	-0.125	0.008333333333333333	0.008726646250000001
43.143	-0.199	0.008333333333333333	0.008726646250000001
43.176	-0.261	0.008333333333333333	0.008726646250000001
43.21	-0.312	0.008333333333333333	0.008726646250000001
43.243	-0.348	0.008333333333333333	0.008726646250000001
43.277	-0.369	0.008333333333333333	0.008726646250000001
43.31	-0.372	0.008333333333333333	0.008726646250000001
43.343	-0.358	0.008333333333333333	0.008726646250000001
43.377	-0.327	0.008333333333333333	0.008726646250000001
43.41	-0.28	0.008333333333333333	0.008726646250000001
43.443	-0.221	0.008333333333333333	0.008726646250000001
43.477	-0.152	0.008333333333333333	0.008726646250000001
43.51	-0.07398	0.008333333333333333	0.008726646250000001
43.544	0.006876	0.008333333333333333	0.008726646250000001
43.577	0.08822	0.008333333333333333	0.008726646250000001
43.61	0.167	0.008333333333333333	0.008726646250000001
43.644	0.237	0.008333333333333333	0.008726646250000001
43.677	0.299	0.008333333333333333	0.008726646250000001
43.71	0.347	0.008333333333333333	0.008726646250000001
43.744	0.379	0.008333333333333333	0.008726646250000001
43.777	0.393	0.008333333333333333	0.008726646250000001
43.81	0.387	0.008333333333333333	0.008726646250000001
43.844	0.364	0.008333333333333333	0.008726646250000001
43.877	0.324	0.008333333333333333	0.008726646250000001
43.911	0.269	0.008333333333333333	0.008726646250000001
43.944	0.202	0.008333333333333333	0.008726646250000001
43.977	0.128	0.008333333333333333	0.008726646250000001
44.011	0.04741	0.008333333333333333	0.008726646250000001
44.044	-0.03425	0.008333333333333333	0.008726646250000001
44.077	-0.114	0.008333333333333333	0.008726646250000001
44.111	-0.186	0.008333333333333333	0.008726646250000001
44.144	-0.25	0.008333333333333333	0.008726646250000001
44.177	-0.301	0.008333333333333333	0.008726646250000001
44.211	-0.337	0.008333333333333333	0.008726646250000001
44.244	-0.357	0.008333333333333333	0.008726646250000001
44.278	-0.361	0.008333333333333333	0.008726646250000001
44.311	-0.347	0.008333333333333333	0.008726646250000001
44.344	-0.317	0.008333333333333333	0.008726646250000001
44.378	-0.271	0.008333333333333333	0.008726646250000001
44.411	-0.214	0.008333333333333333	0.008726646250000001
44.444	-0.143	0.008333333333333333	0.008726646250000001
44.478	-0.06801	0.008333333333333333	0.008726646250000001
44.511	0.01481	0.008333333333333333	0.008726646250000001
44.544	0.09769	0.008333333333333333	0.008726646250000001
44.578	0.177	0.008333333333333333	0.008726646250000001
44.611	0.228	0.008333333333333333	0.008726646250000001
44.645	0.289	0.008333333333333333	0.008726646250000001
44.678	0.34	0.008333333333333333	0.008726646250000001
44.711	0.37	0.008333333333333333	0.008726646250000001
44.745	0.386	0.008333333333333333	0.008726646250000001
44.778	0.381	0.008333333333333333	0.008726646250000001
44.811	0.356	0.008333333333333333	0.008726646250000001
44.845	0.316	0.008333333333333333	0.008726646250000001
44.878	0.259	0.008333333333333333	0.008726646250000001
44.912	0.192	0.008333333333333333	0.008726646250000001
44.945	0.117	0.008333333333333333	0.008726646250000001
44.978	0.03707	0.008333333333333333	0.008726646250000001
45.012	-0.04492	0.008333333333333333	0.008726646250000001
45.045	-0.112	0.008333333333333333	0.008726646250000001
45.078	-0.184	0.008333333333333333	0.008726646250000001
45.112	-0.269	0.008333333333333333	0.008726646250000001
45.145	-0.319	0.008333333333333333	0.008726646250000001
45.178	-0.357	0.008333333333333333	0.008726646250000001
45.212	-0.379	0.008333333333333333	0.008726646250000001
45.245	-0.38	0.008333333333333333	0.008726646250000001
45.279	-0.368	0.008333333333333333	0.008726646250000001
45.312	-0.337	0.008333333333333333	0.008726646250000001
45.345	-0.291	0.008333333333333333	0.008726646250000001
45.379	-0.23	0.008333333333333333	0.008726646250000001
45.412	-0.159	0.008333333333333333	0.008726646250000001
45.445	-0.07891	0.008333333333333333	0.008726646250000001
45.479	0.006992	0.008333333333333333	0.008726646250000001
45.512	0.09057	0.008333333333333333	0.008726646250000001
45.545	0.17	0.008333333333333333	0.008726646250000001
45.579	0.243	0.008333333333333333	0.008726646250000001
45.612	0.303	0.008333333333333333	0.008726646250000001
45.646	0.349	0.008333333333333333	0.008726646250000001
45.679	0.38	0.008333333333333333	0.008726646250000001
45.712	0.391	0.008333333333333333	0.008726646250000001
45.746	0.387	0.008333333333333333	0.008726646250000001
45.779	0.364	0.008333333333333333	0.008726646250000001
45.812	0.325	0.008333333333333333	0.008726646250000001
45.846	0.27	0.008333333333333333	0.008726646250000001
45.879	0.202	0.008333333333333333	0.008726646250000001
45.913	0.125	0.008333333333333333	0.008726646250000001
45.946	0.04287	0.008333333333333333	0.008726646250000001
45.979	-0.03949	0.008333333333333333	0.008726646250000001
46.013	-0.12	0.008333333333333333	0.008726646250000001
46.046	-0.194	0.008333333333333333	0.008726646250000001
46.079	-0.258	0.008333333333333333	0.008726646250000001
46.113	-0.312	0.008333333333333333	0.008726646250000001
46.146	-0.35	0.008333333333333333	0.008726646250000001
46.179	-0.371	0.008333333333333333	0.008726646250000001
46.213	-0.375	0.008333333333333333	0.008726646250000001
46.246	-0.363	0.008333333333333333	0.008726646250000001
46.28	-0.332	0.008333333333333333	0.008726646250000001
46.313	-0.286	0.008333333333333333	0.008726646250000001
46.346	-0.226	0.008333333333333333	0.008726646250000001
46.38	-0.155	0.008333333333333333	0.008726646250000001
46.413	-0.07851	0.008333333333333333	0.008726646250000001
46.446	0.006729	0.008333333333333333	0.008726646250000001
46.48	0.08767	0.008333333333333333	0.008726646250000001
46.513	0.165	0.008333333333333333	0.008726646250000001
46.547	0.236	0.008333333333333333	0.008726646250000001
46.58	0.297	0.008333333333333333	0.008726646250000001
46.613	0.344	0.008333333333333333	0.008726646250000001
46.647	0.372	0.008333333333333333	0.008726646250000001
46.68	0.386	0.008333333333333333	0.008726646250000001
46.713	0.381	0.008333333333333333	0.008726646250000001
46.747	0.359	0.008333333333333333	0.008726646250000001
46.78	0.321	0.008333333333333333	0.008726646250000001
46.813	0.266	0.008333333333333333	0.008726646250000001
46.847	0.198	0.008333333333333333	0.008726646250000001
46.88	0.125	0.008333333333333333	0.008726646250000001
46.914	0.04499	0.008333333333333333	0.008726646250000001
46.947	-0.04197	0.008333333333333333	0.008726646250000001
46.98	-0.119	0.008333333333333333	0.008726646250000001
47.014	-0.194	0.008333333333333333	0.008726646250000001
47.047	-0.261	0.008333333333333333	0.008726646250000001
47.08	-0.311	0.008333333333333333	0.008726646250000001
47.114	-0.35	0.008333333333333333	0.008726646250000001
47.147	-0.373	0.008333333333333333	0.008726646250000001
47.18	-0.377	0.008333333333333333	0.008726646250000001
47.214	-0.365	0.008333333333333333	0.008726646250000001
47.247	-0.335	0.008333333333333333	0.008726646250000001
47.281	-0.291	0.008333333333333333	0.008726646250000001
47.314	-0.234	0.008333333333333333	0.008726646250000001
47.347	-0.164	0.008333333333333333	0.008726646250000001
47.381	-0.08812	0.008333333333333333	0.008726646250000001
47.414	-0.007854	0.008333333333333333	0.008726646250000001
47.447	0.07277	0.008333333333333333	0.008726646250000001
47.481	0.148	0.008333333333333333	0.008726646250000001
47.514	0.234	0.008333333333333333	0.008726646250000001
47.547	0.294	0.008333333333333333	0.008726646250000001
47.581	0.343	0.008333333333333333	0.008726646250000001
47.614	0.371	0.008333333333333333	0.008726646250000001
47.648	0.383	0.008333333333333333	0.008726646250000001
47.681	0.379	0.008333333333333333	0.008726646250000001
47.714	0.356	0.008333333333333333	0.008726646250000001
47.748	0.318	0.008333333333333333	0.008726646250000001
47.781	0.265	0.008333333333333333	0.008726646250000001
47.814	0.199	0.008333333333333333	0.008726646250000001
47.848	0.126	0.008333333333333333	0.008726646250000001
47.881	0.04536	0.008333333333333333	0.008726646250000001
47.915	-0.0363	0.008333333333333333	0.008726646250000001
47.948	-0.119	0.008333333333333333	0.008726646250000001
47.981	-0.194	0.008333333333333333	0.008726646250000001
48.015	-0.258	0.008333333333333333	0.008726646250000001
48.048	-0.31	0.008333333333333333	0.008726646250000001
48.081	-0.346	0.008333333333333333	0.008726646250000001
48.115	-0.367	0.008333333333333333	0.008726646250000001
48.148	-0.372	0.008333333333333333	0.008726646250000001
48.181	-0.36	0.008333333333333333	0.008726646250000001
48.215	-0.332	0.008333333333333333	0.008726646250000001
48.248	-0.289	0.008333333333333333	0.008726646250000001
48.282	-0.234	0.008333333333333333	0.008726646250000001
48.315	-0.161	0.008333333333333333	0.008726646250000001
48.348	-0.0878	0.008333333333333333	0.008726646250000001
48.382	-0.01124	0.008333333333333333	0.008726646250000001
48.415	0.08689	0.008333333333333333	0.008726646250000001
48.448	0.164	0.008333333333333333	0.008726646250000001
48.482	0.234	0.008333333333333333	0.008726646250000001
48.515	0.292	0.008333333333333333	0.008726646250000001
48.548	0.34	0.008333333333333333	0.008726646250000001
48.582	0.368	0.008333333333333333	0.008726646250000001
48.615	0.381	0.008333333333333333	0.008726646250000001
48.649	0.377	0.008333333333333333	0.008726646250000001
48.682	0.357	0.008333333333333333	0.008726646250000001
48.715	0.319	0.008333333333333333	0.008726646250000001
48.749	0.264	0.008333333333333333	0.008726646250000001
48.782	0.198	0.008333333333333333	0.008726646250000001
48.815	0.125	0.008333333333333333	0.008726646250000001
48.849	0.04393	0.008333333333333333	0.008726646250000001
48.882	0.004282	0.008333333333333333	0.008726646250000001
48.916	-0.08841	0.008333333333333333	0.008726646250000001
48.949	-0.163	0.008333333333333333	0.008726646250000001
48.982	-0.233	0.008333333333333333	0.008726646250000001
49.016	-0.29	0.008333333333333333	0.008726646250000001
49.049	-0.334	0.008333333333333333	0.008726646250000001
49.082	-0.363	0.008333333333333333	0.008726646250000001
49.116	-0.376	0.008333333333333333	0.008726646250000001
49.149	-0.372	0.008333333333333333	0.008726646250000001
49.182	-0.352	0.008333333333333333	0.008726646250000001
49.216	-0.317	0.008333333333333333	0.008726646250000001
49.249	-0.265	0.008333333333333333	0.008726646250000001
49.283	-0.196	0.008333333333333333	0.008726646250000001
49.316	-0.126	0.008333333333333333	0.008726646250000001
49.349	-0.04687	0.008333333333333333	0.008726646250000001
49.383	0.03034	0.008333333333333333	0.008726646250000001
49.416	0.108	0.008333333333333333	0.008726646250000001
49.449	0.181	0.008333333333333333	0.008726646250000001
49.483	0.243	0.008333333333333333	0.008726646250000001
49.516	0.294	0.008333333333333333	0.008726646250000001
49.55	0.332	0.008333333333333333	0.008726646250000001
49.583	0.354	0.008333333333333333	0.008726646250000001
49.616	0.357	0.008333333333333333	0.008726646250000001
49.65	0.343	0.008333333333333333	0.008726646250000001
49.683	0.312	0.008333333333333333	0.008726646250000001
49.716	0.267	0.008333333333333333	0.008726646250000001
49.75	0.206	0.008333333333333333	0.008726646250000001
49.783	0.135	0.008333333333333333	0.008726646250000001
49.816	0.06142	0.008333333333333333	0.008726646250000001
49.85	-0.01682	0.008333333333333333	0.008726646250000001
49.883	-0.09344	0.008333333333333333	0.008726646250000001
49.917	-0.169	0.008333333333333333	0.008726646250000001
49.95	-0.238	0.008333333333333333	0.008726646250000001
49.983	-0.295	0.008333333333333333	0.008726646250000001
50.017	-0.34	0.008333333333333333	0.008726646250000001
50.05	-0.368	0.008333333333333333	0.008726646250000001
50.083	-0.381	0.008333333333333333	0.008726646250000001
50.117	-0.377	0.008333333333333333	0.008726646250000001
50.15	-0.357	0.008333333333333333	0.008726646250000001
50.183	-0.321	0.008333333333333333	0.008726646250000001
50.217	-0.271	0.008333333333333333	0.008726646250000001
50.25	-0.208	0.008333333333333333	0.008726646250000001
50.284	-0.136	0.008333333333333333	0.008726646250000001
50.317	-0.0588	0.008333333333333333	0.008726646250000001
50.35	0.02092	0.008333333333333333	0.008726646250000001
50.384	0.09943	0.008333333333333333	0.008726646250000001
50.417	0.174	0.008333333333333333	0.008726646250000001
50.45	0.239	0.008333333333333333	0.008726646250000001
50.484	0.293	0.008333333333333333	0.008726646250000001
50.517	0.332	0.008333333333333333	0.008726646250000001
50.55	0.358	0.008333333333333333	0.008726646250000001
50.584	0.364	0.008333333333333333	0.008726646250000001
50.617	0.351	0.008333333333333333	0.008726646250000001
50.651	0.324	0.008333333333333333	0.008726646250000001
50.684	0.276	0.008333333333333333	0.008726646250000001
50.717	0.219	0.008333333333333333	0.008726646250000001
50.751	0.149	0.008333333333333333	0.008726646250000001
50.784	0.07514	0.008333333333333333	0.008726646250000001
50.817	-0.002677	0.008333333333333333	0.008726646250000001
50.851	-0.07922	0.008333333333333333	0.008726646250000001
50.884	-0.157	0.008333333333333333	0.008726646250000001
50.918	-0.224	0.008333333333333333	0.008726646250000001
50.951	-0.282	0.008333333333333333	0.008726646250000001
50.984	-0.328	0.008333333333333333	0.008726646250000001
51.018	-0.359	0.008333333333333333	0.008726646250000001
51.051	-0.372	0.008333333333333333	0.008726646250000001
51.084	-0.368	0.008333333333333333	0.008726646250000001
51.118	-0.347	0.008333333333333333	0.008726646250000001
51.151	-0.31	0.008333333333333333	0.008726646250000001
51.184	-0.256	0.008333333333333333	0.008726646250000001
51.218	-0.193	0.008333333333333333	0.008726646250000001
51.251	-0.121	0.008333333333333333	0.008726646250000001
51.285	-0.04437	0.008333333333333333	0.008726646250000001
51.318	0.03866	0.008333333333333333	0.008726646250000001
51.351	0.117	0.008333333333333333	0.008726646250000001
51.385	0.191	0.008333333333333333	0.008726646250000001
51.418	0.255	0.008333333333333333	0.008726646250000001
51.451	0.307	0.008333333333333333	0.008726646250000001
51.485	0.347	0.008333333333333333	0.008726646250000001
51.518	0.365	0.008333333333333333	0.008726646250000001
51.551	0.37	0.008333333333333333	0.008726646250000001
51.585	0.358	0.008333333333333333	0.008726646250000001
51.618	0.33	0.008333333333333333	0.008726646250000001
51.652	0.282	0.008333333333333333	0.008726646250000001
51.685	0.226	0.008333333333333333	0.008726646250000001
51.718	0.155	0.008333333333333333	0.008726646250000001
51.752	0.0812	0.008333333333333333	0.008726646250000001
51.785	0.003316	0.008333333333333333	0.008726646250000001
51.818	-0.07408	0.008333333333333333	0.008726646250000001
51.852	-0.151	0.008333333333333333	0.008726646250000001
51.885	-0.219	0.008333333333333333	0.008726646250000001
51.919	-0.278	0.008333333333333333	0.008726646250000001
51.952	-0.322	0.008333333333333333	0.008726646250000001
51.985	-0.353	0.008333333333333333	0.008726646250000001
52.019	-0.365	0.008333333333333333	0.008726646250000001
52.052	-0.361	0.008333333333333333	0.008726646250000001
52.085	-0.342	0.008333333333333333	0.008726646250000001
52.119	-0.306	0.008333333333333333	0.008726646250000001
52.152	-0.256	0.008333333333333333	0.008726646250000001
52.185	-0.195	0.008333333333333333	0.008726646250000001
52.219	-0.121	0.008333333333333333	0.008726646250000001
52.252	-0.04701	0.008333333333333333	0.008726646250000001
52.286	0.03182	0.008333333333333333	0.008726646250000001
52.319	0.108	0.008333333333333333	0.008726646250000001
52.352	0.179	0.008333333333333333	0.008726646250000001
52.386	0.242	0.008333333333333333	0.008726646250000001
52.419	0.294	0.008333333333333333	0.008726646250000001
52.452	0.33	0.008333333333333333	0.008726646250000001
52.486	0.352	0.008333333333333333	0.008726646250000001
52.519	0.357	0.008333333333333333	0.008726646250000001
52.553	0.345	0.008333333333333333	0.008726646250000001
52.586	0.315	0.008333333333333333	0.008726646250000001
52.619	0.271	0.008333333333333333	0.008726646250000001
52.653	0.214	0.008333333333333333	0.008726646250000001
52.686	0.148	0.008333333333333333	0.008726646250000001
52.719	0.07425	0.008333333333333333	0.008726646250000001
52.753	-0.001901	0.008333333333333333	0.008726646250000001
52.786	-0.07514	0.008333333333333333	0.008726646250000001
52.819	-0.149	0.008333333333333333	0.008726646250000001
52.853	-0.218	0.008333333333333333	0.008726646250000001
52.886	-0.274	0.008333333333333333	0.008726646250000001
52.92	-0.317	0.008333333333333333	0.008726646250000001
52.953	-0.347	0.008333333333333333	0.008726646250000001
52.986	-0.359	0.008333333333333333	0.008726646250000001
53.02	-0.356	0.008333333333333333	0.008726646250000001
53.053	-0.336	0.008333333333333333	0.008726646250000001
53.086	-0.302	0.008333333333333333	0.008726646250000001
53.12	-0.254	0.008333333333333333	0.008726646250000001
53.153	-0.192	0.008333333333333333	0.008726646250000001
53.186	-0.122	0.008333333333333333	0.008726646250000001
53.22	-0.04867	0.008333333333333333	0.008726646250000001
53.253	0.04258	0.008333333333333333	0.008726646250000001
53.287	0.118	0.008333333333333333	0.008726646250000001
53.32	0.19	0.008333333333333333	0.008726646250000001
53.353	0.255	0.008333333333333333	0.008726646250000001
53.387	0.306	0.008333333333333333	0.008726646250000001
53.42	0.345	0.008333333333333333	0.008726646250000001
53.453	0.363	0.008333333333333333	0.008726646250000001
53.487	0.367	0.008333333333333333	0.008726646250000001
53.52	0.355	0.008333333333333333	0.008726646250000001
53.553	0.325	0.008333333333333333	0.008726646250000001
53.587	0.282	0.008333333333333333	0.008726646250000001
53.62	0.224	0.008333333333333333	0.008726646250000001
53.654	0.157	0.008333333333333333	0.008726646250000001
53.687	0.08142	0.008333333333333333	0.008726646250000001
53.72	0.004361	0.008333333333333333	0.008726646250000001
53.754	-0.07529	0.008333333333333333	0.008726646250000001
53.787	-0.149	0.008333333333333333	0.008726646250000001
53.82	-0.217	0.008333333333333333	0.008726646250000001
53.854	-0.274	0.008333333333333333	0.008726646250000001
53.887	-0.32	0.008333333333333333	0.008726646250000001
53.921	-0.348	0.008333333333333333	0.008726646250000001
53.954	-0.359	0.008333333333333333	0.008726646250000001
53.987	-0.358	0.008333333333333333	0.008726646250000001
54.021	-0.338	0.008333333333333333	0.008726646250000001
54.054	-0.303	0.008333333333333333	0.008726646250000001
54.087	-0.255	0.008333333333333333	0.008726646250000001
54.121	-0.187	0.008333333333333333	0.008726646250000001
54.154	-0.12	0.008333333333333333	0.008726646250000001
54.187	-0.04426	0.008333333333333333	0.008726646250000001
54.221	0.03548	0.008333333333333333	0.008726646250000001
54.254	0.116	0.008333333333333333	0.008726646250000001
54.288	0.185	0.008333333333333333	0.008726646250000001
54.321	0.251	0.008333333333333333	0.008726646250000001
54.354	0.302	0.008333333333333333	0.008726646250000001
54.388	0.339	0.008333333333333333	0.008726646250000001
54.421	0.361	0.008333333333333333	0.008726646250000001
54.454	0.365	0.008333333333333333	0.008726646250000001
54.488	0.353	0.008333333333333333	0.008726646250000001
54.521	0.317	0.008333333333333333	0.008726646250000001
54.554	0.269	0.008333333333333333	0.008726646250000001
54.588	0.209	0.008333333333333333	0.008726646250000001
54.621	0.145	0.008333333333333333	0.008726646250000001
54.655	0.06922	0.008333333333333333	0.008726646250000001
54.688	-0.01049	0.008333333333333333	0.008726646250000001
54.721	-0.08567	0.008333333333333333	0.008726646250000001
54.755	-0.154	0.008333333333333333	0.008726646250000001
54.788	-0.224	0.008333333333333333	0.008726646250000001
54.821	-0.281	0.008333333333333333	0.008726646250000001
54.855	-0.325	0.008333333333333333	0.008726646250000001
54.888	-0.352	0.008333333333333333	0.008726646250000001
54.922	-0.363	0.008333333333333333	0.008726646250000001
54.955	-0.359	0.008333333333333333	0.008726646250000001
54.988	-0.34	0.008333333333333333	0.008726646250000001
55.022	-0.305	0.008333333333333333	0.008726646250000001
55.055	-0.254	0.008333333333333333	0.008726646250000001
55.088	-0.194	0.008333333333333333	0.008726646250000001
55.122	-0.124	0.008333333333333333	0.008726646250000001
55.155	-0.05299	0.008333333333333333	0.008726646250000001
55.188	0.02199	0.008333333333333333	0.008726646250000001
55.222	0.09715	0.008333333333333333	0.008726646250000001
55.255	0.166	0.008333333333333333	0.008726646250000001
55.289	0.228	0.008333333333333333	0.008726646250000001
55.322	0.279	0.008333333333333333	0.008726646250000001
55.355	0.315	0.008333333333333333	0.008726646250000001
55.389	0.335	0.008333333333333333	0.008726646250000001
55.422	0.339	0.008333333333333333	0.008726646250000001
55.455	0.327	0.008333333333333333	0.008726646250000001
55.489	0.298	0.008333333333333333	0.008726646250000001
55.522	0.255	0.008333333333333333	0.008726646250000001
55.556	0.197	0.008333333333333333	0.008726646250000001
55.589	0.13	0.008333333333333333	0.008726646250000001
55.622	0.05873	0.008333333333333333	0.008726646250000001
55.656	-0.01658	0.008333333333333333	0.008726646250000001
55.689	-0.09015	0.008333333333333333	0.008726646250000001
55.722	-0.162	0.008333333333333333	0.008726646250000001
55.756	-0.23	0.008333333333333333	0.008726646250000001
55.789	-0.285	0.008333333333333333	0.008726646250000001
55.822	-0.328	0.008333333333333333	0.008726646250000001
55.856	-0.356	0.008333333333333333	0.008726646250000001
55.889	-0.369	0.008333333333333333	0.008726646250000001
55.923	-0.364	0.008333333333333333	0.008726646250000001
55.956	-0.343	0.008333333333333333	0.008726646250000001
55.989	-0.309	0.008333333333333333	0.008726646250000001
56.023	-0.26	0.008333333333333333	0.008726646250000001
56.056	-0.201	0.008333333333333333	0.008726646250000001
56.089	-0.131	0.008333333333333333	0.008726646250000001
56.123	-0.05761	0.008333333333333333	0.008726646250000001
56.156	0.01685	0.008333333333333333	0.008726646250000001
56.189	0.09088	0.008333333333333333	0.008726646250000001
56.223	0.162	0.008333333333333333	0.008726646250000001
56.256	0.225	0.008333333333333333	0.008726646250000001
56.29	0.275	0.008333333333333333	0.008726646250000001
56.323	0.311	0.008333333333333333	0.008726646250000001
56.356	0.332	0.008333333333333333	0.008726646250000001
56.39	0.336	0.008333333333333333	0.008726646250000001
56.423	0.324	0.008333333333333333	0.008726646250000001
56.456	0.296	0.008333333333333333	0.008726646250000001
56.49	0.253	0.008333333333333333	0.008726646250000001
56.523	0.197	0.008333333333333333	0.008726646250000001
56.556	0.131	0.008333333333333333	0.008726646250000001
56.59	0.0573	0.008333333333333333	0.008726646250000001
56.623	-0.01752	0.008333333333333333	0.008726646250000001
56.657	-0.09283	0.008333333333333333	0.008726646250000001
56.69	-0.164	0.008333333333333333	0.008726646250000001
56.723	-0.228	0.008333333333333333	0.008726646250000001
56.757	-0.283	0.008333333333333333	0.008726646250000001
56.79	-0.324	0.008333333333333333	0.008726646250000001
56.823	-0.353	0.008333333333333333	0.008726646250000001
